name,geometry
Fulham Palace,"POLYGON ((-0.2158325 51.4703253, -0.2159344 51.4703802, -0.2159767 51.4703513, -0.2162932 51.4705608, -0.2160626 51.4707084, -0.2158944 51.4708099, -0.2158271 51.4707734, -0.215775 51.470808, -0.2155996 51.4707197, -0.215581 51.4707332, -0.2155155 51.4707093, -0.2155435 51.4706822, -0.2154043 51.4706276, -0.2153806 51.4706546, -0.2150157 51.4705316, -0.2152598 51.4702735, -0.2155721 51.470389, -0.2156369 51.4704135, -0.2157058 51.4703522, -0.2158325 51.4703253), (-0.2161196 51.4705879, -0.2158086 51.470392, -0.215707 51.4704896, -0.2157465 51.4705023, -0.2157129 51.4705321, -0.215674 51.4705214, -0.2156054 51.4705873, -0.2158935 51.4707364, -0.2159974 51.4706697, -0.2161196 51.4705879), (-0.215338 51.470415, -0.2152507 51.4705066, -0.2153093 51.4705283, -0.2152937 51.4705447, -0.2153974 51.4705831, -0.2155003 51.470475, -0.215338 51.470415))"
Queen's House,"POLYGON ((-0.0039233 51.4813536, -0.0039303 51.4813617, -0.003941 51.4813744, -0.0039419 51.4813755, -0.003932 51.4813788, -0.0039312 51.4813778, -0.003911 51.4813845, -0.0038936 51.4813903, -0.0038944 51.4813913, -0.0038845 51.4813946, -0.0038835 51.4813937, -0.0038716 51.4813806, -0.0038647 51.4813732, -0.0038422 51.4813807, -0.0036737 51.4814369, -0.0036182 51.4813722, -0.0035324 51.4812719, -0.0035269 51.4812738, -0.0034917 51.4812325, -0.0034563 51.4811912, -0.0034627 51.4811891, -0.0033761 51.4810878, -0.0035158 51.4810412, -0.0036829 51.4809855, -0.0038225 51.4809389, -0.0039091 51.4810401, -0.0039151 51.4810381, -0.0039483 51.481077, -0.0039857 51.4811207, -0.003979 51.4811229, -0.0040322 51.4811856, -0.0040431 51.4811984, -0.0040631 51.4812216, -0.0041197 51.4812882, -0.0039425 51.4813474, -0.0039233 51.4813536), (-0.0038614 51.4811172, -0.0038572 51.4811186, -0.0038502 51.4811106, -0.0038394 51.4810984, -0.0038436 51.481097, -0.00382 51.4810703, -0.003744 51.4810963, -0.0037783 51.4811351, -0.0038063 51.4811668, -0.0038823 51.4811408, -0.0038614 51.4811172), (-0.0035623 51.4811586, -0.0035859 51.4811853, -0.0035906 51.4811837, -0.0036007 51.4811953, -0.0036084 51.4812038, -0.0036037 51.4812054, -0.0036246 51.4812291, -0.0036993 51.4812035, -0.0036712 51.4811717, -0.003637 51.481133, -0.0035623 51.4811586))"
Dr Johnson's House,POINT (-0.1081661134744535 51.51490958303677)
Prince Henry's Room,POINT (-0.1109260453690282 51.51372598389707)
London Mithraeum,POINT (-0.0906374681913614 51.51248427758687)
Dr. Johnsons House,POINT (-0.1081635468110384 51.51504025096929)
Hangar 1,POINT (-0.2401418609076916 51.59728174878948)
Crystal Palace Museum,POINT (-0.0766268507849718 51.419710775310236)
Forty Hall Museum,POINT (-0.068246497536432 51.66964115349953)
HMS Belfast,POINT (-0.0812629539108273 51.50654670052109)
Horniman Museum and Gardens,POINT (-0.0618559723537338 51.44191596988319)
Imperial War Museum,POINT (-0.1085938879078457 51.49581994960218)
Young V&A,POINT (-0.0548389981785131 51.52904770391963)
National Army Museum,POINT (-0.160284232403292 51.48625557136151)
Old Royal Naval College Visitor Centre,POINT (-0.0086032380497149 51.48275408156988)
Boston Manor,POINT (-0.3184852982488573 51.4919425685922)
Vestry House Museum,POINT (-0.0128442116931946 51.58407804221534)
Marble Hill House,POINT (-0.3133175841504599 51.44947696674157)
Natural History Museum,POINT (-0.1762088887492862 51.496484696764924)
Tate Modern,POINT (-0.0995127945267778 51.507545122291155)
Gunnersbury Park Museum,POINT (-0.2864197012555759 51.499542983608336)
Petrie Museum of Egyptian Archeology,POINT (-0.1329843190143274 51.52357824197071)
Science Museum,POINT (-0.1760844640783259 51.49729327051844)
Foundling Museum,POINT (-0.1216751406205572 51.52521301977285)
Hogarth's House,POINT (-0.2550956024503014 51.48697189860873)
Royal Academy of Arts,POINT (-0.1396862986370078 51.50924323755895)
Transport Museum Depot,POINT (-0.2813221467545781 51.50467627614877)
London Transport Museum,POINT (-0.1213062079435369 51.51198483982755)
Bethlem Museum of the Mind,POINT (-0.0294287718117011 51.38092905291629)
Sir John Soane's Museum,POINT (-0.1174656712568698 51.517080290006206)
Keats House,POINT (-0.1679385423243165 51.555517265524685)
Burgh House and Hampstead Museum,POINT (-0.1750490482865521 51.55820426458495)
Kirkaldy Testing Museum,POINT (-0.1015340526277565 51.50596390631748)
The Clink,POINT (-0.0918810998381752 51.50698499936033)
Walthamstow Pumphouse Museum,POINT (-0.0345987270712323 51.57675984104752)
Old Operating Theatre Museum,POINT (-0.0885111136726818 51.50504147255819)
Tower Bridge Engine Rooms,POINT (-0.0761074225504359 51.50402264765855)
Royal Academy,POINT (-0.1401359765528935 51.509730066638895)
Two Temple Place,POINT (-0.1122618169310003 51.51166137798941)
Fashion and Textile Museum,POINT (-0.0816657466470693 51.50118819229433)
Freud Museum London,POINT (-0.1773926842058469 51.54831109980891)
Benjamin Franklin House,POINT (-0.1249267282432249 51.50764722242052)
Fenton House,POINT (-0.1796730214242777 51.558882853561755)
Markfield Beam Engine & Museum,POINT (-0.0614672881252101 51.58182366016835)
Leighton House Museum,POINT (-0.203101812623192 51.49860915647336)
Garden Museum,POINT (-0.1200163428459635 51.494908068689774)
Elephant West,POINT (-0.2246453316387288 51.512350911516876)
RAF Museum,POINT (-0.2386884244794008 51.59787782045439)
Apsley House,POINT (-0.151693999931732 51.50347806443547)
Wimbledon Lawn Tennis Museum,POINT (-0.2134460549270834 51.43474130733489)
Royal Institution and Faraday Museum,POINT (-0.1423825192630946 51.50980700634504)
Sambourne House,POINT (-0.1968743612632788 51.50048461337221)
The Musical Museum,POINT (-0.2931482846025442 51.48786399487834)
Battle of Britain Bunker - RAF Uxbridge,POINT (-0.4648989540215585 51.540856442622626)
The Brown Collection,POINT (-0.1504618333561815 51.517368932849344)
London Museum Docklands,POINT (-0.0238585415951806 51.50760540864615)
Honeywood House,POINT (-0.1650984857473836 51.36522411691274)
Sir Keith Park Operations Building,POINT (-0.4142406762938288 51.557680863000876)
London Fire Brigade Pop-up Museum,POINT (-0.1198056914072198 51.49258370732944)
Dairy Wing,POINT (0.0660958337443157 51.57214716928586)
William Morris Gallery,POINT (-0.0202820730983441 51.5912922027937)
Rainham Hall,POINT (0.1907918084059164 51.517935852217775)
National Maritime Museum,POINT (-0.00541335650834 51.48078029757382)
Museum of Harrow Life,POINT (-0.3353336517649029 51.573771396318485)
London Canal Museum,POINT (-0.1202069159121693 51.53421857566608)
Fusiliers Museum,POINT (-0.0752483616862664 51.508315106529786)
Churchill Museum and Cabinet War Rooms,POINT (-0.1292522082814179 51.502214424319305)
Upminster Tithe Barn,POINT (0.2569675500000029 51.56682645)
Red House,POINT (0.1303374971276099 51.45542300881758)
Horniman Museum,POINT (-0.0609686330362704 51.44099396340939)
Biggin Hill Memorial Museum,POINT (0.02336085 51.32714325)
The Jewish Museum,POINT (-0.1445840247231116 51.53730388830274)
Jack the Ripper Museum,POINT (-0.0679105418228947 51.510785044697634)
Royal Observatory Greenwich,POINT (-0.001141282411822 51.47739739545645)
The Cinema Museum,POINT (-0.1050849237629048 51.49232263788206)
Tower Bridge Exhibition,POINT (-0.0753026455447955 51.50590229575412)
Waterloo Block,POINT (-0.0760160943657347 51.508596182482115)
Valence House,POINT (0.1342389112047138 51.55826237437665)
Ragged School Museum,POINT (-0.0357105030678774 51.51880688470091)
Museum of Brands,POINT (-0.2110046891185328 51.516273889952615)
Crossness Pumping Station,POINT (0.1383962865614315 51.50909386813946)
Wimbledon Windmill Museum,POINT (-0.2316187758412075 51.43765658132567)
Clapham South Deep Level Shelter,POINT (-0.1479851109154461 51.4517330616537)
Heath Robinson Museum,POINT (-0.3866773259371005 51.59271021432072)
Museum of Wimbledon,POINT (-0.2166457392352963 51.42334712589164)
Wandle Industrial Museum,POINT (-0.1680667862659439 51.402274802406524)
Kempton Steam Museum,POINT (-0.4046720419030458 51.42584919571468)
Camera Museum,POINT (-0.1252261071368712 51.517695087082004)
Harrow Museum,POINT (-0.3542897989973231 51.594560174901396)
The Museum of Philatelic History,POINT (-0.1500488888125593 51.5214572693793)
Manor Farm House,POINT (-0.4273099647183644 51.57876222862556)
Pram Shed,POINT (-0.4273952497755318 51.57854462629999)
Polish Institute and Sikorski Museum,POINT (-0.1728716484286892 51.50142795394611)
Design Museum,POINT (-0.2001737727110457 51.499887493002305)
Merton Priory Chapter House Museum,POINT (-0.1817078476775725 51.41415387310441)
Museum of the Home,POINT (-0.0763975468662891 51.53156737868023)
Eel Pie Island Museum,POINT (-0.3256053817079413 51.448365914672365)
Chelsea FC Museum and Stadium Tours,POINT (-0.1912858591849086 51.4827773738036)
London Museum of Water and Steam,POINT (-0.2904695219732513 51.48897131321058)
,POINT (-0.1051712 51.44221064999999)
South London Botannical Institute,POINT (-0.1050875387783869 51.442183507022676)
The Faraday Effect,POINT (0.0082818590219256 51.507655568105235)
Story Box,POINT (0.0083949841056682 51.507656810597155)
RAF Hornchurch Heritage Centre,POINT (0.2159874670595306 51.545870165066404)
Ford Heritage Centre,POINT (0.1508863402694 51.520906715896714)
Eastbury Manor House,POINT (0.0994309537132936 51.53432055914546)
Black Cultural Archive,POINT (-0.1146373517273066 51.46049611740449)
Carlyle's House,POINT (-0.1697897456953959 51.4841125340399)
Brunel Museum,POINT (-0.0528691674677605 51.501638500279945)
Borough Museum,POINT (0.0960607175355245 51.48646817858268)
Sambrook's Brewery Heritage Centre & Beershop,POINT (-0.1927192377615374 51.457095117566624)
The Tradescant Ark Gallery,POINT (-0.1198633999999991 51.4949675)
The Ealing Doll House,POINT (-0.30505935 51.51582565)
Crofton Roman Villa,POINT (0.0878633894610086 51.37295718859253)
Dorich House Museum,POINT (-0.2630308555605354 51.43334713633613)
Victoria and Albert Museum,POINT (-0.1721958988112263 51.496906558288494)
Fulham Palace,POINT (-0.2156306972745668 51.47052614598785)
Queen's House,POINT (-0.0037509312865011 51.48119202521183)
British Museum,POINT (-0.1272041523493929 51.51936732646251)
